vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.015,0.005,1,0,1,-1,1,4,0.5,0,61.55,61.71,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.03,0.005,1,0,1,-1,1,4,0.5,0,61.48,61.62,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.06,0.005,1,0,1,-1,1,4,0.5,0,61.56,61.74,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.12,0.005,1,0,1,-1,1,4,0.5,0,61.57,61.74,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.24,0.005,1,0,1,-1,1,4,0.5,0,61.49,61.74,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.48,0.005,1,0,1,-1,1,4,0.5,0,61.44,61.71,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,1,0.005,1,0,1,-1,1,4,0.5,0,61.61,61.81,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,2,0.005,1,0,1,-1,1,4,0.5,0,61.67,61.91,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,4,0.005,1,0,1,-1,1,4,0.5,0,61.62,61.8,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.015,0.005,1,0,1,-1,1,4,0.5,0,61.31,61.47,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.03,0.005,1,0,1,-1,1,4,0.5,0,61.5,61.69,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.06,0.005,1,0,1,-1,1,4,0.5,0,61.49,61.66,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.12,0.005,1,0,1,-1,1,4,0.5,0,61.62,61.82,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.24,0.005,1,0,1,-1,1,4,0.5,0,61.68,61.92,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.48,0.005,1,0,1,-1,1,4,0.5,0,61.99,62.12,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,1,0.005,1,0,1,-1,1,4,0.5,0,61.64,61.87,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,2,0.005,1,0,1,-1,1,4,0.5,0,61.75,61.92,100
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,4,0.005,1,0,1,-1,1,4,0.5,0,61.8,62,100
