vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.015,0.005,1,0,1,-1,1,4,0.5,0,60.52,60.57,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.03,0.005,1,0,1,-1,1,4,0.5,0,60.94,61.11,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.06,0.005,1,0,1,-1,1,4,0.5,0,60.95,60.96,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.12,0.005,1,0,1,-1,1,4,0.5,0,61.46,61.46,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.24,0.005,1,0,1,-1,1,4,0.5,0,61.05,60.92,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,0.48,0.005,1,0,1,-1,1,4,0.5,0,60.73,60.85,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,1,0.005,1,0,1,-1,1,4,0.5,0,61.22,61.17,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,2,0.005,1,0,1,-1,1,4,0.5,0,61.08,61.05,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.00125,4,0.005,1,0,1,-1,1,4,0.5,0,61.26,61.23,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.015,0.005,1,0,1,-1,1,4,0.5,0,58.91,59.49,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.03,0.005,1,0,1,-1,1,4,0.5,0,59.88,59.95,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.06,0.005,1,0,1,-1,1,4,0.5,0,61.57,61.56,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.12,0.005,1,0,1,-1,1,4,0.5,0,59.6,59.7,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.24,0.005,1,0,1,-1,1,4,0.5,0,59.59,59.62,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,0.48,0.005,1,0,1,-1,1,4,0.5,0,61.36,61.32,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,1,0.005,1,0,1,-1,1,4,0.5,0,61.53,61.54,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,2,0.005,1,0,1,-1,1,4,0.5,0,61.12,61.23,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.0025,4,0.005,1,0,1,-1,1,4,0.5,0,61.31,61.3,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.015,0.005,1,0,1,-1,1,4,0.5,0,58.02,58.26,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.03,0.005,1,0,1,-1,1,4,0.5,0,57.94,58.57,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.06,0.005,1,0,1,-1,1,4,0.5,0,58.72,58.52,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.12,0.005,1,0,1,-1,1,4,0.5,0,57.27,57.43,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.24,0.005,1,0,1,-1,1,4,0.5,0,60.57,60.66,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,0.48,0.005,1,0,1,-1,1,4,0.5,0,58.92,59.69,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,1,0.005,1,0,1,-1,1,4,0.5,0,60.72,60.85,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,2,0.005,1,0,1,-1,1,4,0.5,0,60.74,60.91,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.005,4,0.005,1,0,1,-1,1,4,0.5,0,61.43,61.42,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.015,0.005,1,0,1,-1,1,4,0.5,0,57.57,58.22,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.03,0.005,1,0,1,-1,1,4,0.5,0,52.27,52.39,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.06,0.005,1,0,1,-1,1,4,0.5,0,52.12,52.24,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.12,0.005,1,0,1,-1,1,4,0.5,0,58.6,58.77,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.24,0.005,1,0,1,-1,1,4,0.5,0,58.53,58.81,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,0.48,0.005,1,0,1,-1,1,4,0.5,0,59.55,59.68,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0.5,0,60.57,60.72,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,2,0.005,1,0,1,-1,1,4,0.5,0,61.16,61.27,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.01,4,0.005,1,0,1,-1,1,4,0.5,0,60.61,60.81,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.02,0.015,0.005,1,0,1,-1,1,4,0.5,0,56.26,56.44,420
0,0.05,0.5,60000,0.03,0.03,0.0005,0,1,1,0.35,0,0.005,10,10,0.005,0.005,0.02,0.03,0.005,1,0,1,-1,1,4,0.5,0,47.2,47.13,420
