vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.9,0.0,63.85999999999999,62.77,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.85,0.0,66.64,65.45,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.95,0.0,67.99,66.7,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.9,0.0,62.13999999999999,61.59,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.85,0.0,57.50999999999999,57.76,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.95,0.0,57.54,57.0,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.9,0.0,61.28,60.68,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.85,0.0,70.17999999999999,68.94,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.95,0.0,66.32000000000001,66.05,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,5.0,0.9,0.0,60.11,59.51,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,5.0,0.85,0.0,56.489999999999995,56.09,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.3,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,5.0,0.95,0.0,57.49999999999999,57.4,100.0
