amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.05,60000.0,0.03,0.03,0.7,0.01,1.4,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.720000000000002,22.97,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,1.4,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.22,23.53,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,1.4,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,27.05,25.95,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,0.8,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.22,27.28,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,0.8,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,18.92,19.8,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,0.8,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.04,24.47,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,1.2,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.54,24.24,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,1.2,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,18.490000000000002,18.31,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.01,1.2,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.529999999999998,26.55,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.4,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.25,23.57,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.4,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.150000000000002,26.74,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.4,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.87,24.23,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,0.8,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.3,26.64,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,0.8,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.3,24.5,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,0.8,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.0,26.23,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.2,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.400000000000002,26.64,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.2,0.8,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.1,26.32,0.0,100.0
0.05,60000.0,0.03,0.03,0.7,0.005,1.2,1.2,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.490000000000002,25.54,0.0,100.0
