memoryless,win,input_connection_density,dataset,tstart,tlast,freeze_time_ms,refractory,learning_algorithm,macrocolumnShape,minicolumnShape,topology,stdp_apre,stdp_tau,wmax,wmin,winitmax,winitmin,cbf,lr_critical,connection_density,nbneurons,nbsynapses,adaptiveProb,excitatoryProb,noise,firing_rate,lda_score,lda_score_input,svm_linear_score,svm_linear_score_input,svm_rbf_score,svm_rbf_score_input,fold,seed,thr,thr_dev
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 1, 1]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,32.0,84.0,1.0,0.8,0.0,14.390625,0.5087619047619047,0.518095238095238,0.5059047619047619,0.5196190476190476,0.555047619047619,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 1, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,64.0,204.0,1.0,0.8,0.0,11.890625,0.48514285714285715,0.518095238095238,0.49542857142857144,0.5196190476190476,0.5396190476190477,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,128.0,430.0,1.0,0.8,0.0,16.17578125,0.5148571428571429,0.518095238095238,0.52,0.5196190476190476,0.5683809523809524,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,256.0,980.0,1.0,0.8,0.0,16.259765625,0.528,0.518095238095238,0.5304761904761904,0.5194285714285715,0.5851428571428572,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 3]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,384.0,1530.0,1.0,0.8,0.0,16.092447916666668,0.5238095238095238,0.518095238095238,0.5295238095238095,0.5196190476190476,0.5836190476190476,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,512.0,2145.0,1.0,0.8,0.0,17.8671875,0.5236190476190477,0.518095238095238,0.5184761904761904,0.5196190476190476,0.5824761904761905,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 3, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,768.0,3394.0,1.0,0.8,0.0,20.631510416666668,0.5405714285714286,0.518095238095238,0.5203809523809524,0.5194285714285715,0.5979047619047619,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1024.0,4539.0,1.0,0.8,0.0,20.880859375,0.5438095238095239,0.518095238095238,0.5337142857142857,0.5194285714285715,0.5918095238095238,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[3, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1536.0,7182.0,1.0,0.8,0.0,23.72265625,0.547047619047619,0.518095238095238,0.5154285714285715,0.5194285714285715,0.6001904761904762,0.6201904761904762,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[4, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,2048.0,10050.0,1.0,0.8,0.0,23.96337890625,0.5428571428571428,0.518095238095238,0.488,0.5196190476190476,0.596,0.6201904761904762,1.0,50.0,1.0,0.5
