vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,21.72,27.48,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,21.11,27.42,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,23.93,27.25,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.150000000000002,28.09,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.21,28.37,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.44,27.62,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,26.369999999999997,28.79,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,28.32,28.24,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,21.55,27.48,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,20.810000000000002,25.69,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.729999999999997,26.95,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,27.200000000000003,27.29,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,26.8,27.9,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,27.32,26.44,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,26.56,28.02,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,28.349999999999998,27.47,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,23.53,28.93,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,19.36,25.83,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.290000000000003,28.3,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,28.060000000000002,29.0,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,26.290000000000003,28.01,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.3,27.25,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,28.71,28.07,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,29.98,27.83,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,23.849999999999998,28.41,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,19.71,25.39,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.119999999999997,27.06,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.200000000000003,27.08,100.0
0.0,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,27.47,28.49,100.0
