vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,tau_stdp,accuracy,accuracy_2,seed
0.0,1.0,0.5,10000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,18.41,20.58,100.0
0.0,1.0,0.5,10000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.280000000000001,11.34,100.0
0.0,1.0,0.5,10000.0,0.02,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.33,11.33,100.0
0.0,1.0,0.5,10000.0,0.02,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.36,10.97,100.0
0.0,1.0,0.5,10000.0,0.02,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.290000000000001,11.32,100.0
0.0,1.0,0.5,10000.0,0.02,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.290000000000001,11.28,100.0
0.0,1.0,0.5,10000.0,0.02,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.25,11.51,100.0
0.0,1.0,0.5,10000.0,0.02,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.38,11.31,100.0
0.0,1.0,0.5,10000.0,0.02,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.74,11.57,100.0
0.0,1.0,0.5,10000.0,0.02,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.290000000000001,11.22,100.0
0.0,1.0,0.5,10000.0,0.02,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,20.04,20.87,100.0
0.0,1.0,0.5,10000.0,0.02,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.280000000000001,11.34,100.0
0.0,1.0,0.5,10000.0,0.02,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,11.360000000000001,12.48,100.0
0.0,1.0,0.5,10000.0,0.02,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,10.280000000000001,11.34,100.0
0.0,1.0,0.5,10000.0,0.1,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,16.29,16.78,100.0
0.0,1.0,0.5,10000.0,0.1,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,19.34,18.97,100.0
0.0,1.0,0.5,10000.0,0.1,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,15.28,18.67,100.0
0.0,1.0,0.5,10000.0,0.1,0.03,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,21.54,20.38,100.0
0.0,1.0,0.5,10000.0,0.1,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,13.350000000000001,13.02,100.0
0.0,1.0,0.5,10000.0,0.1,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,15.85,16.38,100.0
0.0,1.0,0.5,10000.0,0.1,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,15.160000000000002,15.75,100.0
0.0,1.0,0.5,10000.0,0.1,0.02,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,20.29,20.02,100.0
0.0,1.0,0.5,10000.0,0.1,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,20.380000000000003,23.77,100.0
0.0,1.0,0.5,10000.0,0.1,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,17.150000000000002,18.82,100.0
0.0,1.0,0.5,10000.0,0.1,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,15.840000000000002,21.29,100.0
0.0,1.0,0.5,10000.0,0.1,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,17.169999999999998,19.98,100.0
