vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,72.94,71.59,100.0
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,75.08,74.24,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,69.72,70.07,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,74.92999999999999,74.57,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,72.04,71.2,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,76.83,76.11,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,76.42999999999999,76.35,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,78.69,78.49,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,75.66000000000001,75.05,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,76.82,76.49,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,75.79,74.72,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,77.48,75.68,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,63.839999999999996,63.3,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,62.67,62.26,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,73.63,72.6,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,77.88000000000001,77.19,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,39.85,42.29,100.0
