vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.1,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,21.9,30.53,100.0
0.0,0.5,0.5,60000.0,0.1,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,24.759999999999998,28.57,100.0
0.0,0.5,0.5,60000.0,0.1,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,53.839999999999996,57.21,100.0
0.0,0.5,0.5,60000.0,0.1,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,52.52,56.51,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,40.760000000000005,44.47,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,41.03,41.41,100.0
0.0,0.5,0.5,60000.0,0.06,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,42.13,41.77,100.0
0.0,0.5,0.5,60000.0,0.06,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,38.93,39.64,100.0
0.0,0.5,0.5,60000.0,0.06,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,46.87,52.37,100.0
0.0,0.5,0.5,60000.0,0.06,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,50.18,50.3,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,46.32,52.3,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,48.88,50.37,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,54.11,56.8,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,46.79,46.75,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,54.300000000000004,54.83,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,55.86,55.74,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,50.13999999999999,50.63,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,51.580000000000005,49.56,100.0
