vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.002,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.5,44.71,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.002,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.980000000000004,43.93,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.005,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,40.550000000000004,42.87,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.005,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.47,46.03,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.01,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.2,44.21,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.01,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,37.669999999999995,46.63,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.002,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.5,44.71,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.002,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.980000000000004,43.93,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.005,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,40.550000000000004,42.87,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.005,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.47,46.03,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.01,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.2,44.21,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.01,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,37.669999999999995,46.63,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.002,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.5,44.71,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.002,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,42.980000000000004,43.93,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.005,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,40.550000000000004,42.87,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.005,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.47,46.03,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.01,0.05,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,38.2,44.21,100.0
0.0,0.5,0.5,60000.0,0.1,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.01,0.05,0.5,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,37.669999999999995,46.63,100.0
