vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,33.54,33.57,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.15,0.0,30.8,31.69,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,37.26,36.86,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,38.56,39.45,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.2,0.0,22.900000000000002,27.78,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.15,0.0,24.610000000000003,27.62,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.35,0.0,26.68,27.07,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.5,0.0,29.15,28.17,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,46.35,46.59,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.15,0.0,45.87,46.16,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,48.04,47.9,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,53.580000000000005,53.83,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.2,0.0,38.2,40.03,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.15,0.0,31.169999999999998,36.1,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.35,0.0,35.52,36.84,50.0
