vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,61.41,59.41,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,68.39,66.81,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.002,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,68.28,68.28,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.002,0.01,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,68.89,68.55,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.01,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,58.32000000000001,55.57,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.01,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,58.97,57.0,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.01,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,69.91000000000001,69.22,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,10.0,0.01,0.01,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,68.08,65.54,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.002,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,66.74,65.64,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,64.02,64.11,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.002,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,63.739999999999995,62.65,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.002,0.01,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,63.41,63.03,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.01,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,60.019999999999996,56.27,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.01,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,60.29,60.65,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.01,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,60.58,56.71,100.0
0.0,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,1e-05,0.005,50.0,15.0,0.01,0.01,0.01,1.0,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,66.77,64.01,100.0
