amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.001,60000.0,0.03,0.03,9.9e-05,0.01,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.52,20.47,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.259999999999998,22.27,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,25.650000000000002,25.44,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.77,20.84,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,24.11,23.96,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,24.349999999999998,24.19,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.99,22.97,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.869999999999997,22.69,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.01,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.18,22.75,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.080000000000002,20.95,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,26.39,26.02,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.69,23.24,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,24.48,25.07,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.54,20.47,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.689999999999998,19.61,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.52,23.77,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,21.349999999999998,21.49,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.009,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,24.88,24.76,0.0,100.0
0.001,60000.0,0.03,0.03,9.9e-05,0.007,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,21.790000000000003,21.51,0.0,100.0
