input_scale,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
1.0,0.05,0.5,60000.0,0.03,0.03,1e-05,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,47.89,42.8,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,1e-05,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,56.32,51.05,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,5e-05,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,58.02,53.51,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,5e-05,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,75.18,73.99,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0001,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,64.66,62.69,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0001,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,81.55,80.67,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,82.74000000000001,81.36,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,85.8,85.4,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,81.61,80.89,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,85.91,85.36,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.005,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.46,78.43,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.005,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.05,78.36,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.01,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.02,78.21,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.01,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,74.44,73.41,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.05,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,64.71000000000001,62.17,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.05,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,71.92,71.17,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.1,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,68.21000000000001,66.56,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.1,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,63.85999999999999,62.31,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.5,0.0,1.0,1.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,55.37,53.43,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.5,0.0,1.0,4.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,51.470000000000006,49.72,2011.0
