vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,56.61000000000001,57.93,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.005,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,62.36000000000001,65.89,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,54.559999999999995,57.15,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,56.61000000000001,57.93,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,62.36000000000001,65.89,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,54.559999999999995,57.15,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,56.61000000000001,57.93,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.005,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,62.36000000000001,65.89,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.01,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,54.559999999999995,57.15,100.0
0.0,0.5,0.5,60000.0,0.09,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,53.44,55.63,100.0
0.0,0.5,0.5,60000.0,0.09,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.005,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,51.71,56.46,100.0
0.0,0.5,0.5,60000.0,0.09,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.002,0.01,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,55.94,59.04,100.0
0.0,0.5,0.5,60000.0,0.09,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,53.44,55.63,100.0
0.0,0.5,0.5,60000.0,0.09,0.06,1.0,1.0,0.2,0.0001,0.005,50.0,10.0,0.005,0.005,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,3.0,0.85,0.0,51.71,56.46,100.0
