amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.06,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.76830732292917,0.36,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.06,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.749099639855945,0.41,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.06,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,16.86674669867947,0.31,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.04,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,10.14405762304922,0.33,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.04,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,28.331332533013203,0.33,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.04,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,21.968787515006003,0.36,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.08,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,14.105642256902762,0.33,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.08,0.08,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.388955582232896,0.32,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,1.0,0.08,0.12,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,19.867947178871546,0.4,0.0,100.0
0.1,10000.0,0.03,0.03,0.7,0.01,1.0,0.8,0.06,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,21.608643457382954,0.29,0.0,100.0
