vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,71.16,69.66,100.0
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,74.48,74.12,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,61.79,60.96,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,69.71000000000001,68.24,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,74.77000000000001,74.09,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,76.44,75.87,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,76.53,75.55,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,76.73,76.37,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,75.18,75.0,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,77.01,76.2,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,74.03,72.27,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,76.88000000000001,75.44,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,66.43,66.22,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,63.67,63.18,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,74.33999999999999,73.88,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,76.47,75.84,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,37.35,34.68,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,50.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,39.839999999999996,38.01,100.0
