vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,34.94,36.84,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,32.78,33.38,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,33.17,33.65,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,3.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,33.910000000000004,35.13,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,3.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,32.56,32.2,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,3.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,31.490000000000002,32.56,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,33.629999999999995,33.1,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,31.5,31.33,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,31.900000000000002,31.57,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.001,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,41.27,41.34,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.001,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,36.27,37.35,50.0
0.0,0.025,0.5,60000.0,0.03,0.03,0.001,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,42.8,42.76,50.0
