vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,57.46,57.67,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,62.949999999999996,63.15,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,61.47,61.72,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,54.31,54.67,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,57.830000000000005,58.11,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,59.11,59.0,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,60.41,60.61,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,63.81,63.92,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,61.809999999999995,62.02,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,40.510000000000005,42.38,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,43.07,43.65,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,46.97,46.8,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,36.11,36.97,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,4.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,39.77,40.65,50.0
