memoryless,win,input_connection_density,dataset,tstart,tlast,freeze_time_ms,refractory,learning_algorithm,macrocolumnShape,minicolumnShape,topology,stdp_apre,stdp_tau,wmax,wmin,winitmax,winitmin,cbf,lr_critical,connection_density,nbneurons,nbsynapses,adaptiveProb,excitatoryProb,noise,firing_rate,lda_score,lda_score_input,svm_linear_score,svm_linear_score_input,svm_rbf_score,svm_rbf_score_input,fold,seed,thr,thr_dev
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 1, 1]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,32.0,84.0,1.0,0.8,0.0,14.84375,0.5081904761904762,0.5281904761904762,0.5068571428571429,0.5331428571428571,0.5946666666666667,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 1, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,64.0,204.0,1.0,0.8,0.0,11.2890625,0.49504761904761907,0.5281904761904762,0.49523809523809526,0.5331428571428571,0.5735238095238095,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[1, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,128.0,430.0,1.0,0.8,0.0,15.9609375,0.5432380952380952,0.5281904761904762,0.5394285714285715,0.5331428571428571,0.6135238095238095,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,256.0,980.0,1.0,0.8,0.0,16.287109375,0.5420952380952381,0.5281904761904762,0.552,0.5331428571428571,0.6247619047619047,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 3]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,384.0,1530.0,1.0,0.8,0.0,16.05859375,0.555047619047619,0.5281904761904762,0.5540952380952381,0.5331428571428571,0.6323809523809524,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 2, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,512.0,2145.0,1.0,0.8,0.0,17.38671875,0.5525714285714286,0.5281904761904762,0.5499047619047619,0.5331428571428571,0.6299047619047619,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 3, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,768.0,3394.0,1.0,0.8,0.0,20.606770833333332,0.564952380952381,0.5281904761904762,0.5518095238095239,0.5331428571428571,0.6392380952380953,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[2, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1024.0,4539.0,1.0,0.8,0.0,20.4208984375,0.5702857142857143,0.5281904761904762,0.5441904761904762,0.5331428571428571,0.6369523809523809,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[3, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1536.0,7182.0,1.0,0.8,0.0,23.4794921875,0.5796190476190476,0.5281904761904762,0.5238095238095238,0.5331428571428571,0.6472380952380953,0.6857142857142857,2.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,5_class,0.0,1800.0,0.0,1.0,None,"[4, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,2048.0,10050.0,1.0,0.8,0.0,23.810546875,0.5725714285714286,0.5281904761904762,0.49523809523809526,0.5331428571428571,0.6472380952380953,0.6857142857142857,2.0,50.0,1.0,0.5
