input_scale,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
1.0,0.05,0.5,60000.0,0.03,0.03,1e-05,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,50.370000000000005,46.41,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,1e-05,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.22,49.43,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,5e-05,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,67.7,64.27,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,5e-05,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,73.71,70.69,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0001,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,77.16,74.18,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0001,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,80.93,78.51,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,83.64,82.63,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,83.91,83.55,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,84.48,83.63,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,85.27,84.6,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.005,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.28,78.83,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.005,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.49000000000001,78.57,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.01,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,74.6,74.21,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.01,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,79.03999999999999,78.88,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.05,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,69.47,68.12,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.05,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,64.14,62.75,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.1,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,72.14,70.12,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.1,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,71.26,69.74,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.5,0.0,1.0,2.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,55.42,52.32,100.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.5,0.0,1.0,3.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,55.45,50.6,100.0
