memoryless,win,input_connection_density,dataset,tstart,tlast,freeze_time_ms,refractory,learning_algorithm,macrocolumnShape,minicolumnShape,topology,stdp_apre,stdp_tau,wmax,wmin,winitmax,winitmin,cbf,lr_critical,connection_density,nbneurons,nbsynapses,adaptiveProb,excitatoryProb,noise,firing_rate,lda_score,lda_score_input,svm_linear_score,svm_linear_score_input,svm_rbf_score,svm_rbf_score_input,fold,seed,thr,thr_dev
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[1, 1, 1]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,32.0,84.0,1.0,0.8,0.0,16.046875,0.7433333333333333,0.7683333333333333,0.745,0.7683333333333333,0.815,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[1, 1, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,64.0,204.0,1.0,0.8,0.0,9.4921875,0.7783333333333333,0.7683333333333333,0.7716666666666666,0.7683333333333333,0.8,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[1, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,128.0,430.0,1.0,0.8,0.0,15.46484375,0.7733333333333333,0.7683333333333333,0.7733333333333333,0.7683333333333333,0.8183333333333334,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[2, 2, 2]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,256.0,980.0,1.0,0.8,0.0,12.916015625,0.7766666666666666,0.7683333333333333,0.7816666666666666,0.7683333333333333,0.815,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[2, 5, 1]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,320.0,1119.0,1.0,0.8,0.0,12.7828125,0.765,0.7683333333333333,0.7633333333333333,0.7683333333333333,0.8216666666666667,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[2, 2, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,512.0,2102.0,1.0,0.8,0.0,15.408203125,0.75,0.7683333333333333,0.7433333333333333,0.7683333333333333,0.815,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[2, 3, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,768.0,3329.0,1.0,0.8,0.0,14.9609375,0.715,0.7683333333333333,0.7166666666666667,0.77,0.8183333333333334,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[2, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1024.0,4558.0,1.0,0.8,0.0,19.52783203125,0.7066666666666667,0.7683333333333333,0.74,0.7683333333333333,0.8283333333333334,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[3, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,1536.0,7262.0,1.0,0.8,0.0,19.154622395833332,0.61,0.7683333333333333,0.745,0.77,0.83,0.8466666666666667,1.0,50.0,1.0,0.5
1.0,1.0 * rand(),0.15,roshambo,600.0,1200.0,0.0,1.0,None,"[4, 4, 4]","[4, 4, 2]",small-world,0.001,25.0,1.0,0.01,0.25,0.0,1.0,0.1,0.1,2048.0,9855.0,1.0,0.8,0.0,19.46435546875,0.36,0.7683333333333333,0.7733333333333333,0.77,0.8366666666666667,0.8466666666666667,1.0,50.0,1.0,0.5
