vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,67.75,67.59,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,70.00999999999999,69.86,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,61.94,61.91,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,67.78,68.05,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,64.88000000000001,64.18,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,67.47,67.17,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,69.62,68.98,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,70.54,70.18,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,49.9,49.86,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,53.0,52.83,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,49.03,49.03,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,52.35999999999999,52.27,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,64.14999999999999,64.2,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,61.85000000000001,61.74,100.0
