vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,1.0,2.0,0.2,0.0,13.33,12.19,100.0
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,1.0,2.0,0.4,0.0,42.19,43.01,100.0
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,1.0,2.0,0.6,0.0,46.29,45.37,100.0
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,2.0,2.0,0.2,0.0,44.2,46.88,100.0
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,2.0,2.0,0.4,0.0,42.54,42.86,100.0
-0.25,1.0,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,0.5,0.0,1.8,-1.8,2.0,2.0,0.6,0.0,44.49,41.88,100.0
