vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,tau_stdp,accuracy,accuracy_2,seed
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,23.29,23.79,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,16.1,14.83,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.15,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,23.29,23.79,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.15,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,16.1,14.83,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,22.759999999999998,22.03,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,24.240000000000002,24.89,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,22.759999999999998,22.03,100.0
0.0,1.0,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,24.240000000000002,24.89,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,13.94,17.38,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,16.520000000000003,20.14,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.15,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,13.94,17.38,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.2,0.15,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,16.520000000000003,20.14,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.1,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,9.74,11.35,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,14.35,15.3,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,9.74,11.35,100.0
0.0,0.5,0.5,60000.0,0.03,0.1,1.0,0.0,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.01,14.35,15.3,100.0
