vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,60.41,60.61,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,63.81,63.92,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,61.809999999999995,62.02,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,60.06,60.45,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,63.13999999999999,63.35,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,61.72,61.85,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,62.870000000000005,62.94,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,62.13999999999999,62.27,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,61.24000000000001,61.45,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,48.75,48.94,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,50.19,50.5,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,52.2,52.51,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,50.06,50.24,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,47.839999999999996,49.94,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.5,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,52.87,53.18,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.75,0.5,0.0,50.160000000000004,50.58,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,49.49,50.4,50.0
0.0,0.05,0.5,60000.0,0.06,0.03,0.0005,0.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.25,0.5,0.0,53.36,53.72,50.0
