vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,53.7,54.2,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,55.730000000000004,57.0,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,48.36,49.58,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,61.050000000000004,61.39,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,56.10000000000001,56.65,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,2.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,59.78,60.01,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.17999999999999,54.08,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,54.269999999999996,54.47,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,50.51,49.19,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,59.19,59.4,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,56.64,57.81,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,4.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,52.790000000000006,52.95,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,59.46,59.79,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,60.45,60.71,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.25,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.4,0.0,58.309999999999995,58.81,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,62.91,63.09,50.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,1.0,1.0,0.4,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.45,0.0,61.1,61.28,50.0
