vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,49.87,51.61,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,44.58,46.82,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,30.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,60.14000000000001,61.38,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,30.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,53.879999999999995,55.48,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,68.53,68.42,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,68.08,67.42,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,70.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,71.82,70.62,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,70.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,72.35000000000001,69.8,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,100.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,74.66000000000001,73.38,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,100.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,74.79,71.82,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,150.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,77.38000000000001,74.8,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,150.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,79.99000000000001,77.21,100.0
-0.25,0.75,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,200.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,80.80000000000001,78.54,100.0
