vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,24.41,32.06,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.15,0.0,31.540000000000003,33.75,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.35,0.0,35.099999999999994,36.85,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,39.77,40.23,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.2,0.0,24.81,30.49,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.15,0.0,24.39,29.83,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.35,0.0,19.830000000000002,30.23,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.0005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,3.0,0.5,0.0,26.43,30.55,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,39.72,40.32,50.0
0.0,0.05,0.5,60000.0,0.06,0.06,0.005,2.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.15,0.0,34.839999999999996,35.07,50.0
