vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,27.0,27.46,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,23.65,24.61,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.06,28.83,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,25.41,27.28,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.27,28.22,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.640000000000004,28.09,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,23.94,29.82,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,26.51,28.56,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,27.08,27.46,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,24.779999999999998,24.63,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.15,27.48,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,25.56,26.66,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,25.369999999999997,26.96,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,25.900000000000002,27.66,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,24.92,29.24,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,27.189999999999998,28.07,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,30.23,27.2,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,25.25,24.63,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,26.25,28.54,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,25.119999999999997,26.92,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,24.3,25.07,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,24.92,26.91,100.0
-0.25,0.25,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.006,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,31.430000000000003,28.05,100.0
