amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.001,60000.0,0.03,0.03,0.00025,0.01,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,21.6,21.32,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.150000000000002,23.13,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.400000000000002,23.36,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.869999999999997,19.88,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.97,21.11,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,24.02,23.9,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.23,20.23,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.96,21.02,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.01,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,21.990000000000002,21.99,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.28,20.3,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.81,22.81,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.770000000000003,22.63,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.86,20.99,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,21.67,21.78,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,23.3,23.48,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.48,20.55,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.869999999999997,20.22,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.009,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,22.400000000000002,22.26,0.0,100.0
0.001,60000.0,0.03,0.03,0.00025,0.007,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,18.52,18.42,0.0,100.0
