vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,47.089999999999996,47.64,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,48.04,48.23,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,30.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,57.31,57.89,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,30.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,53.25,52.78,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,61.25000000000001,64.15,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,60.91,61.29,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,70.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,63.339999999999996,65.22,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,70.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,66.71000000000001,65.55,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,100.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,68.89,69.19,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,100.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,67.94,66.76,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,150.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,73.08,72.18,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.2,0.0,0.005,150.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,2.5,0.7,0.0,70.61,69.8,100.0
