vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,68.78,67.82,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,65.64,65.1,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,69.3,68.52,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,68.67,68.26,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,62.06,61.08,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,69.63000000000001,69.39,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,61.36000000000001,60.5,100.0
0.0,0.075,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,69.78,70.65,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,48.870000000000005,48.58,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,51.449999999999996,51.25,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,50.7,50.4,100.0
0.0,0.075,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,49.6,49.38,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,61.21,61.1,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,64.38000000000001,64.04,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,60.85,60.84,100.0
0.0,0.075,0.5,60000.0,0.03,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,64.64,64.34,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,38.269999999999996,37.94,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,43.56,45.75,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,47.75,48.03,100.0
0.0,0.025,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,48.89,52.06,100.0
0.0,0.025,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,34.589999999999996,35.1,100.0
0.0,0.025,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,34.870000000000005,35.04,100.0
0.0,0.025,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,36.17,36.03,100.0
0.0,0.025,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,38.76,39.29,100.0
0.0,0.025,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,64.25,64.27,100.0
