vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,57.07,60.46,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,1.0,0.0,55.78999999999999,57.03,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,1.1,0.0,55.55,56.47,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,0.9,0.0,66.42,68.12,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,1.0,0.0,60.23,58.9,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,1.1,0.0,59.5,61.22,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,0.9,0.0,68.63,67.88,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,1.0,0.0,67.78999999999999,68.24,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.01,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,1.1,0.0,69.55,68.49,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,0.9,0.0,57.07,60.46,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,1.0,0.0,55.78999999999999,57.03,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,3.0,1.1,0.0,55.55,56.47,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,0.9,0.0,66.42,68.12,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,1.0,0.0,60.23,58.9,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,4.0,1.1,0.0,59.5,61.22,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,0.9,0.0,68.63,67.88,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,1.0,0.0,67.78999999999999,68.24,100.0
0.0,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.002,0.004,1.0,0.0,1.8,-1.8,1.0,5.0,1.1,0.0,69.55,68.49,100.0
