vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,tau_stdp,accuracy,accuracy_2,seed
0,1,0.5,10000,0.03,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,26.88,26.42,100
0,1,0.5,10000,0.1,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,23.38,21.59,100
0,1,0.5,10000,0.03,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,22.47,22.92,100
0,1,0.5,10000,0.1,0.03,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,20.78,20.54,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0,0,0.01,20.38,23.77,100
0,1,0.5,10000,0.02,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0,0,0.01,20.04,20.87,100
0,1,0.5,10000,0.02,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,18.93,19.73,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0.5,0,0.01,18.91,18.5,100
0,1,0.5,10000,0.02,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,17.39,14.72,100
0,1,0.5,10000,0.1,0.03,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0,0,0.01,16.29,16.78,100
0,1,0.5,10000,0.03,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0.5,0,0.01,16.1,19.11,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,15.65,13.8,100
0,1,0.5,10000,0.1,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,15.55,14.05,100
0,1,0.5,10000,0.1,0.03,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,15.16,19.9,100
0,1,0.5,10000,0.02,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,14.59,15.42,100
0,1,0.5,10000,0.02,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0,0,0.01,13.46,13.52,100
0,1,0.5,10000,0.1,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0,0,0.01,13.35,13.02,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0.5,0,0.01,13.08,12.77,100
0,1,0.5,10000,0.02,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0.5,0,0.01,12.84,13.97,100
0,1,0.5,10000,0.1,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,2,0.5,0,0.01,12.63,12.28,100
0,1,0.5,10000,0.03,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0.5,0,0.01,12.08,13.65,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,3,0.5,0,0.01,11.74,12.04,100
0,1,0.5,10000,0.03,0.02,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0.5,0,0.01,11.69,12.07,100
0,1,0.5,10000,0.1,0.1,1,0,1,1,0.2,0.1,0.005,10,10,0.005,0.005,0.01,1,0.005,1,0,1,-1,1,4,0,0,0.01,11.68,12.52,100
