vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.015,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.74,60.83,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.03,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.6,54.75,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.06,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.809999999999995,60.88,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.12,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.519999999999996,60.57,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.24,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.199999999999996,60.32,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,0.48,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.309999999999995,60.46,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.36,60.53,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,2.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.35,60.67,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.00125,4.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.42999999999999,60.54,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.0025,0.015,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.28,60.37,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.0025,0.03,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,58.9,58.93,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.0025,0.06,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,58.89,59.2,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.0025,0.12,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,56.330000000000005,56.6,1998.0
0.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.0025,0.24,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,60.709999999999994,60.8,1998.0
