vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,2.0,0.5,0.0,30.380000000000003,37.73,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,2.0,0.6,0.0,36.97,40.73,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,2.0,0.7,0.0,43.059999999999995,45.17,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,2.0,0.8,0.0,46.18,46.84,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.5,0.0,52.080000000000005,54.98,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.6,0.0,47.339999999999996,48.85,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,56.19,57.38,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,51.24999999999999,54.49,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,4.0,0.5,0.0,43.86,45.16,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,4.0,0.6,0.0,56.830000000000005,57.03,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,4.0,0.7,0.0,52.33,52.48,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.0,4.0,0.8,0.0,52.93,54.84,100.0
-0.25,0.5,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,5.0,0.002,,1.0,0.0,1.8,-1.8,1.5,2.0,0.5,0.0,31.669999999999998,37.29,100.0
