input_scale,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
1.0,0.05,0.5,60000.0,0.03,0.03,1e-05,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,57.989999999999995,53.53,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,5e-05,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,78.10000000000001,76.83,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0001,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,82.45,81.33,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,85.39999999999999,85.08,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,84.93,84.54,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.005,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,78.58000000000001,78.03,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.01,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,74.35000000000001,73.78,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.05,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,64.0,61.87,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.1,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,67.54,65.51,2011.0
1.0,0.05,0.5,60000.0,0.03,0.03,0.5,0.0,1.0,5.0,0.35,0.0,0.005,100.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,50.55,49.48,2011.0
