vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,65.91,65.57,100.0
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,66.96,66.89,100.0
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,65.4,64.84,100.0
0.0,0.05,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,70.38,70.18,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,64.58,64.37,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,67.69,67.72,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,69.35,69.5,100.0
0.0,0.05,0.5,60000.0,0.06,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,70.30999999999999,70.23,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,60.28,60.32,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,62.78,62.76,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,59.440000000000005,59.28,100.0
0.0,0.05,0.5,60000.0,0.03,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,61.75000000000001,61.72,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,66.36999999999999,66.47,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,68.86,68.67,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,63.17,63.09,100.0
0.0,0.05,0.5,60000.0,0.03,0.06,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,66.67999999999999,66.78,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,66.64999999999999,66.23,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,64.42,64.06,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.3,0.0,59.699999999999996,59.51,100.0
0.0,0.075,0.5,60000.0,0.06,0.03,1.0,2.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.5,0.4,0.0,56.47,56.27,100.0
