vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,63.82,64.17,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,63.94,65.32,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,65.53,65.71,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,64.14,64.03,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,67.94,68.4,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,66.95,67.91,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,68.8,69.23,100.0
0.0,0.1,0.5,60000.0,0.1,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.002,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,67.34,68.26,100.0
0.0,0.1,0.5,60000.0,0.08,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.3,0.0,65.60000000000001,66.45,100.0
0.0,0.1,0.5,60000.0,0.08,0.03,1.0,1.0,0.35,0.0,0.005,20.0,10.0,0.01,0.005,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,3.0,0.4,0.0,66.86,67.52,100.0
