vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,noise_input,accuracy,accuracy_2,seed
-0.25,0.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.1,0.001,10.0,2.0,0.002,,0.5,0.0,2.0,-3.0,0.0,2.0,0.0,4.0,11.35,100.0
