vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,2.0,0.6,0.0,46.589999999999996,53.0,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,2.0,0.7,0.0,46.62,52.99,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,2.0,0.8,0.0,47.089999999999996,53.84,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.6,0.0,46.46,49.33,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.7,0.0,42.64,47.3,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,3.0,0.8,0.0,47.27,52.43,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,4.0,0.6,0.0,38.42,40.36,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,4.0,0.7,0.0,44.5,48.08,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.0,4.0,0.8,0.0,47.510000000000005,49.96,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,2.0,0.6,0.0,46.77,51.54,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,2.0,0.7,0.0,43.59,49.88,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,2.0,0.8,0.0,44.81,53.04,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,3.0,0.6,0.0,38.59,42.83,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,3.0,0.7,0.0,33.62,39.5,100.0
-0.25,1.5,0.5,60000.0,0.06,0.06,1.0,1.0,0.2,0.0,0.005,20.0,10.0,0.01,,1.0,0.0,1.8,-1.8,1.5,3.0,0.8,0.0,36.66,40.35,100.0
