vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.9,0.0,66.53,65.25,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.85,0.0,65.81,65.17,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,4.0,0.95,0.0,66.85,67.01,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.9,0.0,59.809999999999995,59.4,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.85,0.0,63.13999999999999,62.9,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.004,1.0,0.0,1.8,-1.5,1.0,5.0,0.95,0.0,54.49,54.18,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.9,0.0,67.13,65.97,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.85,0.0,61.46,60.36,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,4.0,0.95,0.0,67.08,66.04,100.0
0.0,0.5,0.5,60000.0,0.03,0.03,1.0,1.0,0.2,0.0,0.005,50.0,10.0,0.005,0.002,0.01,1.0,0.005,1.0,0.0,1.8,-1.5,1.0,5.0,0.9,0.0,65.12,64.9,100.0
