vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,noise_input,accuracy,accuracy_2,seed
-0.25,1.0,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.002,,0.5,0.0,2.0,-3.0,0.0,2.0,0.0,8.32,10.18,100.0
-0.25,1.0,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.002,,0.5,0.0,2.0,-3.0,0.0,2.0,5.0,9.84,11.35,100.0
-0.25,1.0,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.002,,0.5,0.0,2.0,-3.0,0.0,2.0,10.0,9.84,11.35,100.0
-0.25,1.0,0.5,60000.0,0.06,0.06,1.0,1.0,0.35,0.15,0.005,10.0,10.0,0.01,,0.5,0.0,2.0,-3.0,0.0,2.0,0.0,8.09,10.42,100.0
