amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
1.0,60000.0,0.03,0.03,0.7,0.01,1.4,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.169999999999998,27.2,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,1.4,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.32,26.56,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,1.4,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.3,26.67,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,0.8,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.240000000000002,26.5,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,0.8,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.230000000000004,26.03,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,0.8,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.96,27.15,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,1.2,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.83,27.3,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,1.2,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,25.3,25.48,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.01,1.2,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.22,25.02,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.4,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.31,26.57,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.4,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.91,23.85,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.4,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,28.93,29.31,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,0.8,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.310000000000002,24.17,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,0.8,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.22,20.44,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,0.8,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,20.990000000000002,21.96,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.2,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,28.15,28.37,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.2,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,18.27,18.55,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.005,1.2,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,22.009999999999998,22.36,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.02,1.4,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.48,24.43,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.02,1.4,0.8,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,24.740000000000002,23.28,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.02,1.4,1.2,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,26.38,26.18,0.0,100.0
1.0,60000.0,0.03,0.03,0.7,0.02,0.8,1.0,0.1,0.1,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,4.0,,23.18,24.25,0.0,100.0
